condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful
ulcerative colitis,Balsalazide,12,4,37.0929,7.1385,7.3333,9,0.7778,9.3333
ulcerative colitis,Sulfasalazine,13,18,36.7796,5.7045,4.4167,12,0.3333,14.1667
ulcerative colitis,Entyvio,14,16,29.2329,6.1455,4.875,8,0.25,18.625
ulcerative colitis,Vedolizumab,15,17,29.2329,6.1455,4.875,8,0.25,18.625
ulcerative colitis active,Mesalamine,1,1,193.6199,7.1054,7.122,82,0.7073,19.0
ulcerative colitis active,Lialda,2,3,133.563,6.9986,7.0,51,0.7059,23.4902
ulcerative colitis active,Asacol,3,2,30.557,7.1005,7.2857,7,0.8571,20.2857
ulcerative colitis active,Rowasa,4,4,23.1914,6.9358,6.8,5,0.6,8.4
ulcerative colitis active,Pentasa,5,5,22.4046,6.7005,6.0,5,0.4,10.6
ulcerative colitis maintenance,Mesalamine,1,1,92.7853,7.6227,7.8929,28,0.8214,25.8214
ulcerative colitis maintenance,Asacol,2,2,64.641,7.397,7.6667,18,0.8333,32.9444
underactive thyroid,Levothyroxine,1,9,379.8313,6.5164,6.4912,226,0.5929,51.9956
underactive thyroid,Thyroid desiccated,2,2,253.3991,7.5116,7.5688,109,0.7248,73.7156
underactive thyroid,Armour Thyroid,3,1,196.5342,7.6353,7.7368,76,0.7368,82.1974
underactive thyroid,Synthroid,4,8,136.4665,6.5784,6.4912,57,0.5789,83.2105
underactive thyroid,Liothyronine,5,3,84.5102,7.3397,7.5,26,0.7308,91.1154
underactive thyroid,Tirosint,6,6,63.3833,6.9648,6.9474,19,0.6316,54.9474
underactive thyroid,Nature-Throid,7,7,52.1991,6.8485,6.7333,15,0.6667,90.2667
underactive thyroid,Levoxyl,8,5,52.0299,7.1888,7.3571,14,0.5714,57.8571
underactive thyroid,Cytomel,9,4,50.0902,7.3164,7.6154,13,0.7692,146.6923
underactive thyroid,NP Thyroid,10,10,20.8311,6.23,4.4,5,0.4,19.8
upper respiratory tract infection,Azithromycin,1,8,115.7653,7.0168,7.0238,42,0.6905,25.0952
upper respiratory tract infection,Clarithromycin,2,12,83.8609,5.8279,5.4286,35,0.3714,11.6571
upper respiratory tract infection,Amoxicillin / clavulanate,3,4,72.8729,7.1738,7.2727,22,0.6818,16.6364
upper respiratory tract infection,Doxycycline,4,11,65.6889,6.2545,5.8696,23,0.4783,38.6957
upper respiratory tract infection,Augmentin,5,7,64.264,7.0616,7.1053,19,0.6842,18.6316
upper respiratory tract infection,Cephalexin,6,2,49.8164,7.2764,7.5385,13,0.7692,40.9231
upper respiratory tract infection,Zithromax,7,1,45.2197,8.0413,9.3,10,0.9,42.0
upper respiratory tract infection,Erythromycin,8,3,37.5878,7.2338,7.5556,9,0.7778,16.2222
upper respiratory tract infection,Sulfamethoxazole / trimethoprim,9,13,36.7796,5.7045,4.4167,12,0.4167,10.75
upper respiratory tract infection,Amoxicillin,10,5,30.7835,7.1531,7.4286,7,0.8571,39.1429
upper respiratory tract infection,Cefuroxime,11,6,27.2422,7.1061,7.3333,6,0.8333,18.0
upper respiratory tract infection,Biaxin,12,10,25.1124,6.5505,5.6667,6,0.5,33.0
upper respiratory tract infection,Azithromycin Dose Pack,13,9,22.6013,6.7594,6.2,5,0.6,40.4
urinary incontinence,Oxybutynin,1,7,96.1079,6.4063,6.2162,37,0.5946,30.9459
urinary incontinence,Solifenacin,2,4,89.8882,7.1929,7.2759,29,0.6897,62.1034
urinary incontinence,VESIcare,3,3,85.6185,7.2284,7.3333,27,0.7037,66.6296
urinary incontinence,Mirabegron,4,12,64.7308,5.9697,5.4583,24,0.4167,40.75
urinary incontinence,Myrbetriq,5,11,60.9221,5.9973,5.4545,22,0.4091,43.6364
urinary incontinence,Oxytrol,6,1,49.1372,7.6212,8.25,12,0.9167,47.5
urinary incontinence,Trospium,7,2,41.1299,7.3141,7.7,10,0.8,31.6
urinary incontinence,Tolterodine,8,8,38.5803,6.3874,5.7273,11,0.4545,17.4545
urinary incontinence,Darifenacin,9,9,26.48,6.1531,4.7143,7,0.1429,20.4286
urinary incontinence,Enablex,10,10,26.48,6.1531,4.7143,7,0.1429,20.4286
urinary incontinence,Detrol LA,11,5,23.7814,7.1123,7.4,5,0.6,19.8
urinary incontinence,Ditropan,12,6,22.2079,6.6417,5.8,5,0.6,35.2
urinary tract infection,Nitrofurantoin,1,24,468.9762,4.9839,4.9276,428,0.4089,16.3224
urinary tract infection,Sulfamethoxazole / trimethoprim,2,26,364.4774,4.8862,4.8057,314,0.3567,17.9682
urinary tract infection,Ciprofloxacin,3,20,313.3839,5.4674,5.3846,221,0.4525,30.5294
urinary tract infection,Macrobid,4,23,261.6465,5.0141,4.8923,195,0.3949,24.4667
urinary tract infection,Cipro,5,16,210.6645,5.9218,5.812,117,0.5043,47.4786
urinary tract infection,Bactrim DS,6,15,168.1096,6.1692,6.0488,82,0.5122,27.7317
urinary tract infection,Bactrim,7,25,156.7352,4.9196,4.6733,101,0.3366,22.3465
urinary tract infection,Levofloxacin,8,17,83.2291,5.9111,5.5294,34,0.4706,29.4706
urinary tract infection,Ceftriaxone,9,1,73.6712,8.4303,9.3889,18,0.9444,28.2222
urinary tract infection,Amoxicillin,10,7,71.3177,7.27,7.4286,21,0.7619,156.0952
urinary tract infection,Rocephin,11,2,70.1266,8.3762,9.3529,17,0.9412,29.5882
urinary tract infection,Levaquin,12,14,68.044,6.2753,5.9167,24,0.5,38.5417
urinary tract infection,Doxycycline,13,8,62.0194,7.097,7.1667,18,0.6111,52.3333
urinary tract infection,Amoxicillin / clavulanate,14,18,51.2415,5.8636,5.1111,18,0.3889,25.3889
urinary tract infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,15,5,47.5253,7.3712,7.75,12,0.75,11.5
urinary tract stones,Tamsulosin,1,2,203.5295,7.7545,7.8718,78,0.7436,39.8846
urinary tract stones,Flomax,2,1,174.5902,7.9988,8.1967,61,0.7869,48.0656
urticaria,Omalizumab,1,2,172.4388,7.9987,8.2,60,0.7833,22.6667
urticaria,Cetirizine,2,8,136.5973,7.3756,7.4694,49,0.7347,24.2041
urticaria,Xolair,3,3,123.9042,7.9394,8.2308,39,0.8205,29.2051
urticaria,Levocetirizine,4,5,117.8456,7.8553,8.1351,37,0.8649,17.4865
urticaria,Zyrtec,5,4,113.2526,7.8704,8.1714,35,0.8286,31.6571
urticaria,Xyzal,6,6,106.1424,7.7091,7.9697,33,0.8485,18.5758
urticaria,Fexofenadine,7,7,88.4492,7.6818,8.0,26,0.8077,28.3846
urticaria,Allegra,8,1,70.4669,8.0636,8.7778,18,0.8889,39.0
urticaria,Doxepin,9,9,41.1299,7.3141,7.7,10,0.7,30.5
urticaria,Loratadine,10,10,31.6113,6.6455,6.125,8,0.5,15.25
urticaria,Diphenhydramine,11,11,28.292,6.5742,5.8571,7,0.4286,4.8571
urticaria,Benadryl Allergy,12,12,21.2245,6.3476,4.8,5,0.2,6.4
uterine fibroids,Leuprolide,1,1,99.1691,6.8917,6.8571,35,0.6571,38.7429
uterine fibroids,Lupron Depot,2,2,78.7532,6.8397,6.7692,26,0.6538,43.9231
uveitis,Difluprednate,1,1,22.798,6.8182,6.4,5,0.4,9.2
uveitis,Durezol,2,2,22.798,6.8182,6.4,5,0.4,9.2
vaginal yeast infection,Tioconazole,1,8,793.8262,4.5322,4.502,980,0.3582,5.549
vaginal yeast infection,Miconazole,2,13,668.9161,3.0236,2.988,1338,0.1659,6.3311
vaginal yeast infection,Fluconazole,3,4,412.1955,6.9341,6.931,232,0.6552,30.5991
vaginal yeast infection,Diflucan,4,5,158.7518,6.5599,6.4857,70,0.6143,41.6429
vaginal yeast infection,Monistat 3-Day Combination Pack,5,11,148.3072,3.9202,3.6299,127,0.2598,8.3858
vaginal yeast infection,Terconazole,6,6,145.4732,6.5055,6.4127,63,0.6032,15.7937
vaginal yeast infection,Monistat 7-Day Combination Pack,7,10,132.488,4.1585,3.8218,101,0.2376,7.9703
vaginal yeast infection,Monistat 7,8,12,97.9492,3.4091,2.9205,88,0.1591,5.8182
vaginal yeast infection,Lactobacillus acidophilus,9,2,60.1034,7.8855,8.6,15,0.8667,32.8667
vaginal yeast infection,Acidophilus,10,1,55.5673,8.1164,9.1538,13,0.9231,36.3077
vaginal yeast infection,Vagistat-1,11,7,35.7621,6.3595,5.6,10,0.6,13.9
vaginal yeast infection,Monistat 1-Day or Night Combination Pack,12,9,32.1561,4.2189,2.0,15,0.0667,6.8
vaginal yeast infection,Itraconazole,13,3,29.585,7.7172,9.1667,6,0.8333,14.5
ventricular tachycardia,Amiodarone,1,3,30.557,7.1005,7.2857,7,0.7143,37.7143
ventricular tachycardia,Atenolol,2,1,28.3071,7.3838,8.1667,6,0.8333,25.1667
ventricular tachycardia,Propafenone,3,2,28.0942,7.3283,8.0,6,0.8333,3.0
vertig,Meclizine,1,2,213.8856,7.142,7.1613,93,0.6882,53.5806
vertig,Bonine,2,1,32.3691,7.5215,8.4286,7,0.8571,90.0
vertig,Antivert,3,4,27.839,6.4689,5.5714,7,0.5714,50.7143
vertig,Promethazine,4,3,25.9643,6.7727,6.3333,6,0.5,22.3333
vitamin d deficiency,Ergocalciferol,1,2,46.2563,6.7564,6.5385,13,0.6154,60.3077
vitamin d deficiency,Cholecalciferol,2,1,22.6013,6.7594,6.2,5,0.6,16.4
vitamin mineral supplementation and deficiency,Multivitamin with minerals,1,1,56.1935,6.4303,6.0556,18,0.5556,5.8333
vitamin mineral supplementation during pregnancy lactation,"Multivitamin, prenatal",1,1,168.9364,8.1436,8.386,57,0.7895,6.614
vitamin mineral supplementation during pregnancy lactation,Prenatal Plus,2,2,41.3856,7.3595,7.8,10,0.6,9.4
vitamin mineral supplementation during pregnancy lactation,CitraNatal 90 DHA,3,3,34.7032,7.2955,7.75,8,0.75,12.125
vitamin mineral supplementation during pregnancy lactation,Duet DHA,4,4,24.3715,7.2888,8.0,5,0.8,7.2
vulvodynia,Amitriptyline,1,2,33.7519,7.0955,7.25,8,0.875,19.875
vulvodynia,Gabapentin,2,3,27.0292,7.0505,7.1667,6,0.6667,32.6667
vulvodynia,Nortriptyline,3,1,24.5682,7.3476,8.2,5,0.8,23.6
vulvodynia,Elavil,4,4,22.798,6.8182,6.4,5,0.8,20.2
weight loss,Phentermine,1,2,2267.0526,8.7569,8.7697,1650,0.897,31.2582
weight loss,Lorcaserin,2,7,853.1545,7.8235,7.8426,521,0.7639,55.6641
weight loss,Belviq,3,6,838.1064,7.8325,7.8524,508,0.7677,57.0138
weight loss,Adipex-P,4,1,711.9115,8.9321,9.0,343,0.9242,62.5889
weight loss,Phentermine / topiramate,5,9,620.7112,7.7372,7.763,346,0.7659,45.7225
weight loss,Qsymia,6,10,524.288,7.6187,7.6454,282,0.7518,53.773
weight loss,Bupropion / naltrexone,7,13,519.8489,6.3833,6.3626,353,0.5751,19.7479
weight loss,Contrave,8,14,507.3799,6.3659,6.344,343,0.5743,20.312
weight loss,Liraglutide,9,5,469.1312,7.9955,8.0482,228,0.7939,19.1842
weight loss,Saxenda,10,3,301.8936,8.1243,8.2339,124,0.8226,13.621
weight loss,Victoza,11,8,205.2793,7.8212,7.9487,78,0.7821,32.9872
weight loss,Fastin,12,11,126.6598,7.1708,7.2174,46,0.7174,70.1087
weight loss,Megestrol,13,4,57.8757,7.9965,8.8571,14,0.9286,36.1429
weight loss,Ionamin,14,12,30.557,7.1005,7.2857,7,0.7143,30.1429
xerostomia,Saliva substitutes,1,1,50.0902,7.3164,7.6154,13,0.6923,19.6154
